date,hy,kpj,zgj,zdj,spj,zd,zdf,jqpjj,cjl,url
2008-09-16,Au99.99,172.00,172.00,170.50,171.45,3.58,0.021,171.33,"2,107.80",https://www.sge.com.cn/sjzx/mrhqsj/509700
2008-09-17,Au99.99,172.00,174.00,171.00,173.99,2.54,0.015,173.00,"1,790",https://www.sge.com.cn/sjzx/mrhqsj/509701
2008-09-18,Au99.99,173.99,196.00,173.10,191.19,17.20,0.099,189.63,"3,744",https://www.sge.com.cn/sjzx/mrhqsj/509702
2008-09-19,Au99.99,191.00,197.50,185.00,185.07,-6.12,-0.032,188.30,"2,490.80",https://www.sge.com.cn/sjzx/mrhqsj/509703
2008-09-22,Au99.99,190.00,191.30,186.00,191.29,6.22,0.034,190.23,"2,074.80",https://www.sge.com.cn/sjzx/mrhqsj/509704
2008-09-23,Au99.99,193.00,199.00,191.50,193.98,2.69,0.014,196.05,"3,754.20",https://www.sge.com.cn/sjzx/mrhqsj/509705
2008-09-24,Au99.99,195.60,197.50,193.00,194.40,0.42,0.002,194.55,"1,222.40",https://www.sge.com.cn/sjzx/mrhqsj/509706
2008-09-25,Au99.99,197.80,197.98,193.78,195.70,1.30,0.007,195.66,"2,552.80",https://www.sge.com.cn/sjzx/mrhqsj/509707
2008-09-26,Au99.99,195.70,195.98,190.07,192.75,-2.95,-0.015,193.11,"1,937.60",https://www.sge.com.cn/sjzx/mrhqsj/509708
2008-10-06,Au99.99,183.00,184.35,182.80,183.18,-9.57,-0.050,183.46,980,https://www.sge.com.cn/sjzx/mrhqsj/509709
2008-10-07,Au99.99,188.00,192.20,188.00,191.30,8.12,0.044,190.53,"1,983.20",https://www.sge.com.cn/sjzx/mrhqsj/509710
2008-10-08,Au99.99,194.50,197.30,191.00,196.28,4.98,0.026,195.53,"2,146.20",https://www.sge.com.cn/sjzx/mrhqsj/509711
2008-10-09,Au99.99,200.00,201.00,194.10,194.31,-1.97,-0.010,197.13,"1,643",https://www.sge.com.cn/sjzx/mrhqsj/509712
2008-10-10,Au99.99,195.00,203.00,193.55,202.39,8.08,0.042,200.20,"4,885.20",https://www.sge.com.cn/sjzx/mrhqsj/509713
2008-10-13,Au99.99,197.50,197.50,188.80,189.67,-12.72,-0.063,190.06,"3,239.80",https://www.sge.com.cn/sjzx/mrhqsj/509714
2008-10-14,Au99.99,189.67,189.67,183.00,186.79,-2.88,-0.015,186.36,"2,427",https://www.sge.com.cn/sjzx/mrhqsj/509715
2008-10-15,Au99.99,186.00,187.40,185.05,186.97,0.18,0.001,186.87,"2,073.60",https://www.sge.com.cn/sjzx/mrhqsj/509716
2008-10-16,Au99.99,185.70,187.50,183.88,184.25,-2.72,-0.015,185.16,"1,668.20",https://www.sge.com.cn/sjzx/mrhqsj/509717
2008-10-17,Au99.99,184.25,184.51,175.38,179.04,-5.21,-0.028,178.73,"3,163.20",https://www.sge.com.cn/sjzx/mrhqsj/509718
2008-10-20,Au99.99,179.00,179.00,175.98,178.49,-0.55,-0.003,177.38,"1,845.20",https://www.sge.com.cn/sjzx/mrhqsj/509719
2008-10-21,Au99.99,178.49,178.49,174.50,175.00,-3.49,-0.02,175.95,"2,344",https://www.sge.com.cn/sjzx/mrhqsj/509720
2008-10-22,Au99.99,173.00,173.00,169.00,169.00,-6.00,-0.034,170.49,"4,068.60",https://www.sge.com.cn/sjzx/mrhqsj/509721
2008-10-23,Au99.99,169.00,170.40,160.50,162.90,-6.10,-0.036,163.10,"5,349.80",https://www.sge.com.cn/sjzx/mrhqsj/509722
2008-10-24,Au99.99,162.00,163.20,157.50,160.81,-2.09,-0.013,159.11,"3,835.80",https://www.sge.com.cn/sjzx/mrhqsj/509723
2008-10-27,Au99.99,164.50,165.50,161.00,162.87,2.06,0.013,163.72,"2,806.20",https://www.sge.com.cn/sjzx/mrhqsj/509724
2008-10-28,Au99.99,163.00,167.20,161.80,167.03,4.16,0.026,164.91,"2,777.40",https://www.sge.com.cn/sjzx/mrhqsj/509725
2008-10-29,Au99.99,167.00,168.00,163.80,167.56,0.53,0.003,166.64,"3,261.80",https://www.sge.com.cn/sjzx/mrhqsj/509726
2008-10-30,Au99.99,167.56,171.28,167.56,171.06,3.50,0.021,170.15,"2,445.60",https://www.sge.com.cn/sjzx/mrhqsj/509727
2008-10-31,Au99.99,171.06,171.06,162.00,164.00,-7.06,-0.041,164.56,"3,942.80",https://www.sge.com.cn/sjzx/mrhqsj/509728
2008-11-03,Au99.99,163.00,165.80,163.00,165.80,1.80,0.011,164.90,"1,789.60",https://www.sge.com.cn/sjzx/mrhqsj/509729
2008-11-04,Au99.99,168.00,168.00,162.70,164.82,-0.98,-0.006,163.98,"2,867",https://www.sge.com.cn/sjzx/mrhqsj/509730
2008-11-05,Au99.99,167.99,169.29,165.00,167.50,2.68,0.016,168.11,"1,376.60",https://www.sge.com.cn/sjzx/mrhqsj/509731
2008-11-06,Au99.99,169.00,169.00,165.50,165.51,-1.99,-0.012,166.08,"1,197.20",https://www.sge.com.cn/sjzx/mrhqsj/509732
2008-11-07,Au99.99,167.50,167.74,163.80,165.52,0.01,0.0001,165.62,"1,638.60",https://www.sge.com.cn/sjzx/mrhqsj/509733
2008-11-10,Au99.99,168.33,168.50,166.00,167.90,2.38,0.014,167.87,"2,702.20",https://www.sge.com.cn/sjzx/mrhqsj/509734
2008-11-11,Au99.99,169.00,169.48,166.71,167.18,-0.72,-0.004,167.64,"1,375",https://www.sge.com.cn/sjzx/mrhqsj/509735
2008-11-12,Au99.99,165.50,166.45,164.20,165.64,-1.54,-0.009,165.63,"3,539.60",https://www.sge.com.cn/sjzx/mrhqsj/509736
2008-11-13,Au99.99,165.64,165.64,160.00,161.79,-3.85,-0.023,162.14,"4,466.40",https://www.sge.com.cn/sjzx/mrhqsj/509737
2008-11-14,Au99.99,162.60,165.00,161.26,164.44,2.65,0.016,164.21,"3,009.60",https://www.sge.com.cn/sjzx/mrhqsj/509738
2008-11-17,Au99.99,165.00,166.30,165.00,166.00,1.56,0.01,166.11,"1,711.60",https://www.sge.com.cn/sjzx/mrhqsj/509739
2008-11-18,Au99.99,166.00,166.48,163.20,165.43,-0.57,-0.003,165.78,"2,141.40",https://www.sge.com.cn/sjzx/mrhqsj/509740
2008-11-19,Au99.99,165.00,165.90,164.91,165.60,0.17,0.001,165.54,"2,007",https://www.sge.com.cn/sjzx/mrhqsj/509741
2008-11-20,Au99.99,165.44,167.50,164.50,166.00,0.40,0.0024,165.97,"2,653.60",https://www.sge.com.cn/sjzx/mrhqsj/509742
2008-11-21,Au99.99,167.47,167.70,165.50,167.66,1.66,0.01,166.92,"2,516.20",https://www.sge.com.cn/sjzx/mrhqsj/509743
2008-11-24,Au99.99,175.00,176.50,173.50,173.50,5.84,0.035,174.27,"2,136.40",https://www.sge.com.cn/sjzx/mrhqsj/509744
2008-11-25,Au99.99,179.68,181.20,178.00,178.49,4.99,0.029,179.24,"3,534.20",https://www.sge.com.cn/sjzx/mrhqsj/509745
2008-11-26,Au99.99,180.00,181.40,177.00,178.80,0.31,0.002,179.07,"3,487.80",https://www.sge.com.cn/sjzx/mrhqsj/509746
2008-11-27,Au99.99,178.80,180.20,178.20,178.80,0.00,0.000,179.17,"2,415",https://www.sge.com.cn/sjzx/mrhqsj/509747
2008-11-28,Au99.99,178.50,179.50,178.50,179.01,0.21,0.001,179.02,"2,818.80",https://www.sge.com.cn/sjzx/mrhqsj/509748
2008-12-01,Au99.99,178.60,179.00,177.71,178.39,-0.62,-0.004,178.62,"1,951.40",https://www.sge.com.cn/sjzx/mrhqsj/509749
2008-12-02,Au99.99,177.48,177.48,170.10,170.76,-7.63,-0.043,171.97,"1,800.60",https://www.sge.com.cn/sjzx/mrhqsj/509750
2008-12-03,Au99.99,174.00,174.10,171.80,173.54,2.78,0.016,173.33,"1,716.80",https://www.sge.com.cn/sjzx/mrhqsj/509751
2008-12-04,Au99.99,173.54,173.54,170.61,171.56,-1.98,-0.011,171.78,"1,674.40",https://www.sge.com.cn/sjzx/mrhqsj/509752
2008-12-05,Au99.99,171.00,173.20,171.00,173.12,1.56,0.009,172.25,"2,874",https://www.sge.com.cn/sjzx/mrhqsj/509753
2008-12-08,Au99.99,172.99,172.99,169.85,172.30,-0.82,-0.005,171.96,"1,637.80",https://www.sge.com.cn/sjzx/mrhqsj/509754
2008-12-09,Au99.99,172.70,173.98,172.50,173.61,1.31,0.0076,173.52,"2,456.60",https://www.sge.com.cn/sjzx/mrhqsj/509755
2008-12-10,Au99.99,173.50,175.15,172.35,175.00,1.39,0.008,174.12,"2,390.40",https://www.sge.com.cn/sjzx/mrhqsj/509756
2008-12-11,Au99.99,175.50,180.65,175.40,180.53,5.53,0.032,179.30,"2,250.40",https://www.sge.com.cn/sjzx/mrhqsj/509757
2008-12-12,Au99.99,183.26,183.90,178.30,178.49,-2.04,-0.011,180.08,"2,709.40",https://www.sge.com.cn/sjzx/mrhqsj/509758
2008-12-15,Au99.99,180.10,182.98,180.10,182.01,3.52,0.020,182.65,"2,165",https://www.sge.com.cn/sjzx/mrhqsj/509759
2008-12-16,Au99.99,182.01,184.50,181.20,183.80,1.79,0.0098,183.69,"2,919.60",https://www.sge.com.cn/sjzx/mrhqsj/509760
2008-12-17,Au99.99,183.99,186.50,183.50,186.00,2.20,0.012,185.65,"3,180",https://www.sge.com.cn/sjzx/mrhqsj/509761
2008-12-18,Au99.99,186.11,189.20,186.00,188.83,2.83,0.0152,188.59,"2,819.20",https://www.sge.com.cn/sjzx/mrhqsj/509762
2008-12-19,Au99.99,190.60,191.00,185.81,187.15,-1.68,-0.009,187.12,"2,641.60",https://www.sge.com.cn/sjzx/mrhqsj/509763
2008-12-22,Au99.99,186.00,186.98,185.11,186.01,-1.14,-0.0061,186.00,"1,305.40",https://www.sge.com.cn/sjzx/mrhqsj/509764
2008-12-23,Au99.99,186.50,187.30,185.70,187.17,1.16,0.0062,186.50,"2,261.40",https://www.sge.com.cn/sjzx/mrhqsj/509765
2008-12-24,Au99.99,187.10,187.10,185.21,185.30,-1.87,-0.01,186.16,"2,329.60",https://www.sge.com.cn/sjzx/mrhqsj/509766
2008-12-25,Au99.99,184.80,187.20,184.62,186.60,1.30,0.007,186.70,942.2,https://www.sge.com.cn/sjzx/mrhqsj/509767
2008-12-26,Au99.99,186.90,187.25,186.00,187.20,0.60,0.32%,186.81,"3,271.20",https://www.sge.com.cn/sjzx/mrhqsj/509768
2008-12-29,Au99.99,190.50,195.00,190.50,194.80,7.60,0.041,193.98,"2,758.80",https://www.sge.com.cn/sjzx/mrhqsj/509769
2008-12-30,Au99.99,193.50,194.38,192.03,192.69,-2.11,-0.011,193.29,"1,974.20",https://www.sge.com.cn/sjzx/mrhqsj/509770
2008-12-31,Au99.99,190.50,192.35,190.00,190.65,-2.04,-0.011,191.39,"1,004.40",https://www.sge.com.cn/sjzx/mrhqsj/509771
2009-01-05,Au99.99,193.00,193.00,191.25,192.02,1.37,0.007,191.96,"2,318.80",https://www.sge.com.cn/sjzx/mrhqsj/509772
2009-01-06,Au99.99,189.00,189.00,186.50,187.67,-4.35,-0.023,187.71,"2,214.80",https://www.sge.com.cn/sjzx/mrhqsj/509773
2009-01-07,Au99.99,186.57,190.45,186.10,189.77,2.10,0.011,189.59,"1,796",https://www.sge.com.cn/sjzx/mrhqsj/509774
2009-01-08,Au99.99,190.00,190.60,186.20,187.50,-2.27,-0.01,187.34,"1,706.60",https://www.sge.com.cn/sjzx/mrhqsj/509775
2009-01-09,Au99.99,187.50,189.85,186.11,189.69,2.19,0.0117,189.06,"2,418.40",https://www.sge.com.cn/sjzx/mrhqsj/509776
2009-01-12,Au99.99,188.79,188.96,187.80,188.59,-1.10,-0.006,188.64,"2,642.80",https://www.sge.com.cn/sjzx/mrhqsj/509777
2009-01-13,Au99.99,186.9 0,186.90,181.8,181.81,-6.78,-3.60%,183.27,"3,888.80",https://www.sge.com.cn/sjzx/mrhqsj/509778
2009-01-14,Au99.99,182.70,183.79,181.22,182.99,1.18,0.007,183.21,"1,854.40",https://www.sge.com.cn/sjzx/mrhqsj/509779
2009-01-15,Au99.99,182.51,182.51,179.80,180.33,-2.66,-0.015,180.37,"3,287.20",https://www.sge.com.cn/sjzx/mrhqsj/509780
2009-01-16,Au99.99,180.80,182.70,179.80,182.47,2.14,0.012,182.14,"3,753.20",https://www.sge.com.cn/sjzx/mrhqsj/509781
2009-01-19,Au99.99,184.20,185.60,184.20,185.20,2.73,0.015,185.20,"2,319",https://www.sge.com.cn/sjzx/mrhqsj/509782
2009-01-20,Au99.99,184.02,184.80,182.90,182.95,-2.25,-0.012,183.62,"1,378.20",https://www.sge.com.cn/sjzx/mrhqsj/509783
2009-01-21,Au99.99,187.00,189.50,186.00,187.57,4.62,0.025,187.61,"1,393.20",https://www.sge.com.cn/sjzx/mrhqsj/509784
2009-01-22,Au99.99,188.80,188.98,186.70,187.80,0.23,0.0012,187.88,"1,218.40",https://www.sge.com.cn/sjzx/mrhqsj/509785
2009-01-23,Au99.99,187.00,189.30,186.60,188.49,0.69,0.004,188.46,"1,751.20",https://www.sge.com.cn/sjzx/mrhqsj/509786
2009-02-02,Au99.99,200.80,202.40,198.90,199.75,11.26,0.060,201.03,"2,300",https://www.sge.com.cn/sjzx/mrhqsj/509787
2009-02-03,Au99.99,199.00,200.80,197.80,198.09,-1.66,-0.008,198.64,"2,318",https://www.sge.com.cn/sjzx/mrhqsj/509788
2009-02-04,Au99.99,198.00,199.60,196.80,197.53,-0.56,-0.003,197.72,"1,167",https://www.sge.com.cn/sjzx/mrhqsj/509789
2009-02-05,Au99.99,197.00,199.70,196.80,199.00,1.47,0.0074,198.91,"1,629",https://www.sge.com.cn/sjzx/mrhqsj/509790
2009-02-06,Au99.99,200.99,202.00,200.00,201.20,2.20,0.011,200.83,"1,189.80",https://www.sge.com.cn/sjzx/mrhqsj/509791
2009-02-09,Au99.99,199.00,199.76,198.65,198.87,-2.33,-0.012,199.43,"1,144",https://www.sge.com.cn/sjzx/mrhqsj/509792
2009-02-10,Au99.99,199.00,199.00,196.50,196.96,-1.91,-0.01,197.40,"1,315",https://www.sge.com.cn/sjzx/mrhqsj/509793
2009-02-11,Au99.99,198.70,200.80,198.50,200.72,3.76,0.019,200.26,942.2,https://www.sge.com.cn/sjzx/mrhqsj/509794
2009-02-12,Au99.99,202.52,207.00,201.60,206.58,5.86,0.029,205.35,"1,659.20",https://www.sge.com.cn/sjzx/mrhqsj/509795
2009-02-13,Au99.99,207.00,208.00,205.55,206.80,0.22,0.001,206.81,"1,833.40",https://www.sge.com.cn/sjzx/mrhqsj/509796
2009-02-16,Au99.99,206.00,206.50,205.50,206.49,-0.31,-0.002,206.25,"1,243",https://www.sge.com.cn/sjzx/mrhqsj/509797
2009-02-17,Au99.99,206.80,211.50,206.00,211.10,4.61,0.022,209.61,"1,846.40",https://www.sge.com.cn/sjzx/mrhqsj/509798
2009-02-18,Au99.99,212.00,214.10,210.62,213.65,2.55,0.012,213.21,"1,473.40",https://www.sge.com.cn/sjzx/mrhqsj/509799
2009-02-19,Au99.99,213.60,215.70,211.20,214.22,0.57,0.0027,214.66,"1,423.60",https://www.sge.com.cn/sjzx/mrhqsj/509800
2009-02-20,Au99.99,215.00,215.80,213.60,214.99,0.77,0.004,214.45,"1,000.60",https://www.sge.com.cn/sjzx/mrhqsj/509801
2009-02-23,Au99.99,218.00,218.00,216.60,216.62,1.63,0.008,217.26,"1,758",https://www.sge.com.cn/sjzx/mrhqsj/509802
2009-02-24,Au99.99,216.56,218.50,215.30,217.15,0.53,0.002,217.07,"1,314",https://www.sge.com.cn/sjzx/mrhqsj/509803
2009-02-25,Au99.99,218.00,218.47,209.90,210.40,-6.75,-0.031,211.78,"1,826",https://www.sge.com.cn/sjzx/mrhqsj/509804
2009-02-26,Au99.99,210.10,214.60,208.05,209.89,-0.51,-0.002,209.44,"1,605.40",https://www.sge.com.cn/sjzx/mrhqsj/509805
2009-02-27,Au99.99,206.65,208.18,205.67,207.51,-2.38,-0.011,207.33,"1,307.80",https://www.sge.com.cn/sjzx/mrhqsj/509806
2009-03-02,Au99.99,208.10,209.99,208.10,209.98,2.47,0.012,209.59,"1,354.60",https://www.sge.com.cn/sjzx/mrhqsj/509807
2009-03-03,Au99.99,209.35,209.50,203.40,203.42,-6.56,-0.03,205.17,"1,792.60",https://www.sge.com.cn/sjzx/mrhqsj/509808
2009-03-04,Au99.99,203.50,205.00,200.88,201.48,-1.94,-0.0095,201.54,"1,217.20",https://www.sge.com.cn/sjzx/mrhqsj/509809
2009-03-05,Au99.99,201.00,203.50,200.90,201.43,-0.05,-0.0002,201.59,"1,155",https://www.sge.com.cn/sjzx/mrhqsj/509810
2009-03-06,Au99.99,201.80,207.60,200.80,207.30,5.87,0.0291,206.11,"1,599.60",https://www.sge.com.cn/sjzx/mrhqsj/509811
2009-03-09,Au99.99,207.00,207.00,205.40,205.59,-1.71,-0.0082,206.05,"1,008.40",https://www.sge.com.cn/sjzx/mrhqsj/509812
2009-03-10,Au99.99,206.00,206.69,201.00,201.80,-3.79,-0.0184,202.29,"1,377",https://www.sge.com.cn/sjzx/mrhqsj/509813
2009-03-11,Au99.99,201.01,201.50,196.81,198.04,-3.76,-0.019,197.97,"1,796",https://www.sge.com.cn/sjzx/mrhqsj/509814
2009-03-12,Au99.99,198.80,201.60,197.00,201.56,3.52,0.018,200.93,"1,702.80",https://www.sge.com.cn/sjzx/mrhqsj/509815
2009-03-13,Au99.99,200.00,204.00,200.00,203.37,1.81,0.009,203.47,"1,413",https://www.sge.com.cn/sjzx/mrhqsj/509816
2009-03-16,Au99.99,203.37,204.69,203.37,203.99,0.62,0.003,203.92,"1,049.60",https://www.sge.com.cn/sjzx/mrhqsj/509817
2009-03-17,Au99.99,204.41,204.41,201.27,202.50,-1.49,-0.007,202.69,"1,426.40",https://www.sge.com.cn/sjzx/mrhqsj/509818
2009-03-18,Au99.99,202.50,202.50,200.10,200.40,-2.10,-0.0104,200.86,"1,509.40",https://www.sge.com.cn/sjzx/mrhqsj/509819
2009-03-19,Au99.99,200.00,205.10,195.30,204.85,4.45,0.0222,202.14,"1,553.40",https://www.sge.com.cn/sjzx/mrhqsj/509820
2009-03-20,Au99.99,208.00,210.50,207.01,210.00,5.15,0.0251,209.63,"1,844.40",https://www.sge.com.cn/sjzx/mrhqsj/509821
2009-03-23,Au99.99,210.00,210.34,208.54,210.32,0.32,0.0015,209.67,"1,713.80",https://www.sge.com.cn/sjzx/mrhqsj/509822
2009-03-24,Au99.99,208.01,209.99,206.41,206.49,-3.83,-0.018,207.29,"1,457.80",https://www.sge.com.cn/sjzx/mrhqsj/509823
2009-03-25,Au99.99,203.50,204.50,202.20,204.09,-2.40,-0.012,203.84,"1,677.20",https://www.sge.com.cn/sjzx/mrhqsj/509824
2009-03-26,Au99.99,203.50,206.30,202.78,205.47,1.38,0.007,205.42,"1,654.80",https://www.sge.com.cn/sjzx/mrhqsj/509825
2009-03-27,Au99.99,206.80,207.50,204.90,204.91,-0.56,-0.003,205.45,"1,969.80",https://www.sge.com.cn/sjzx/mrhqsj/509826
2009-03-30,Au99.99,204.91,204.91,202.80,203.69,-1.22,-0.006,203.44,"1,569",https://www.sge.com.cn/sjzx/mrhqsj/509827
2009-03-31,Au99.99,201.26,204.99,201.26,202.56,-1.13,-0.006,202.25,"1,632",https://www.sge.com.cn/sjzx/mrhqsj/509828
2009-04-01,Au99.99,203.00,203.30,200.70,202.10,-0.46,-0.0023,202.35,"1,322.40",https://www.sge.com.cn/sjzx/mrhqsj/509829
2009-04-02,Au99.99,203.70,204.00,202.00,202.88,0.78,0.004,203.31,"1,306.60",https://www.sge.com.cn/sjzx/mrhqsj/509830
2009-04-03,Au99.99,202.50,202.50,197.20,199.70,-3.18,-0.016,199.21,"2,781.60",https://www.sge.com.cn/sjzx/mrhqsj/509831
2009-04-07,Au99.99,194.00,194.10,192.70,193.99,-5.71,-0.029,193.58,"2,141.40",https://www.sge.com.cn/sjzx/mrhqsj/509832
2009-04-08,Au99.99,193.99,196.00,193.30,195.66,1.67,0.0086,195.41,"2,521",https://www.sge.com.cn/sjzx/mrhqsj/509833
2009-04-09,Au99.99,195.66,195.66,193.98,194.58,-1.08,-0.006,194.56,"1,859",https://www.sge.com.cn/sjzx/mrhqsj/509834
2009-04-10,Au99.99,194.00,194.80,193.40,194.75,0.17,0.0009,194.56,"1,732.40",https://www.sge.com.cn/sjzx/mrhqsj/509835
2009-04-13,Au99.99,195.00,196.10,194.80,196.05,1.30,0.007,195.50,"1,693.60",https://www.sge.com.cn/sjzx/mrhqsj/509836
2009-04-14,Au99.99,197.50,198.00,196.80,197.59,1.54,0.0079,197.47,"1,203",https://www.sge.com.cn/sjzx/mrhqsj/509837
2009-04-15,Au99.99,196.70,196.70,195.70,196.20,-1.39,-0.007,196.40,"1,315.80",https://www.sge.com.cn/sjzx/mrhqsj/509838
2009-04-16,Au99.99,196.68,196.99,195.80,196.59,0.39,0.002,196.40,952,https://www.sge.com.cn/sjzx/mrhqsj/509839
2009-04-17,Au99.99,196.59,196.59,192.50,192.66,-3.93,-0.02,192.95,"2,445.60",https://www.sge.com.cn/sjzx/mrhqsj/509840
2009-04-20,Au99.99,191.00,192.00,191.00,191.91,-0.75,-0.004,191.58,"1,403.60",https://www.sge.com.cn/sjzx/mrhqsj/509841
2009-04-21,Au99.99,193.20,196.50,192.60,196.03,4.12,0.022,195.54,989.2,https://www.sge.com.cn/sjzx/mrhqsj/509842
2009-04-22,Au99.99,196.40,196.40,194.01,195.42,-0.61,-0.0031,194.92,"1,102",https://www.sge.com.cn/sjzx/mrhqsj/509843
2009-04-23,Au99.99,195.50,196.65,194.90,196.37,0.95,0.0049,196.25,"4,632",https://www.sge.com.cn/sjzx/mrhqsj/509844
2009-04-24,Au99.99,196.80,200.40,196.03,200.29,3.92,0.02,199.63,"1,637.20",https://www.sge.com.cn/sjzx/mrhqsj/509845
2009-04-27,Au99.99,201.69,201.70,200.00,200.00,-0.29,-0.0014,200.96,"1,507.80",https://www.sge.com.cn/sjzx/mrhqsj/509846
2009-04-28,Au99.99,200.00,200.00,197.00,197.20,-2.80,-0.014,197.87,"1,023.80",https://www.sge.com.cn/sjzx/mrhqsj/509847
2009-04-29,Au99.99,196.00,197.38,195.60,197.12,-0.08,0.000,196.67,"1,574",https://www.sge.com.cn/sjzx/mrhqsj/509848
2009-04-30,Au99.99,197.01,198.00,196.80,197.75,0.63,0.003,197.23,"1,069.40",https://www.sge.com.cn/sjzx/mrhqsj/509849
2009-05-04,Au99.99,195.21,196.75,195.21,196.70,-1.05,-0.0053,196.40,"1,183",https://www.sge.com.cn/sjzx/mrhqsj/509850
2009-05-05,Au99.99,196.85,199.00,196.30,198.30,1.60,0.008,198.38,"1,234.40",https://www.sge.com.cn/sjzx/mrhqsj/509851
2009-05-06,Au99.99,200.00,200.10,197.40,198.40,0.10,0.0005,198.43,"1,355.60",https://www.sge.com.cn/sjzx/mrhqsj/509852
2009-05-07,Au99.99,198.55,200.49,198.55,200.10,1.70,0.009,200.08,945.2,https://www.sge.com.cn/sjzx/mrhqsj/509853
2009-05-08,Au99.99,201.11,201.34,200.00,200.53,0.43,0.0021,200.63,"1,219.80",https://www.sge.com.cn/sjzx/mrhqsj/509854
2009-05-11,Au99.99,200.50,201.30,200.50,200.85,0.32,0.0016,200.97,"1,097",https://www.sge.com.cn/sjzx/mrhqsj/509855
2009-05-12,Au99.99,200.03,200.99,200.02,200.67,-0.18,-0.0009,200.52,"1,126.80",https://www.sge.com.cn/sjzx/mrhqsj/509856
2009-05-13,Au99.99,200.80,203.60,200.80,203.11,2.44,0.012,203.01,"1,326.40",https://www.sge.com.cn/sjzx/mrhqsj/509857
2009-05-14,Au99.99,202.10,203.60,202.10,202.19,-0.92,-0.005,202.97,"1,446.60",https://www.sge.com.cn/sjzx/mrhqsj/509858
2009-05-15,Au99.99,202.25,203.59,202.25,203.18,0.99,0.0049,203.34,918.4,https://www.sge.com.cn/sjzx/mrhqsj/509859
