这个客厅太治愈了梦中情房旭辉雨花郡80w豪装全屋带地暖实拍,3600,元/月,3室2厅,116平米,中层(共33层),旭辉雨花郡,雨花-树木岭 -航空路,"邻地铁, 押一付一, 配套齐全"
农大 龙湖天街地铁六号线旭日嘉苑精装两房楼下100米就是地铁,1698,元/月,2室1厅,33.6平米,低层(共30层),旭日嘉苑,芙蓉-张公岭 -亚大路80号,"邻地铁, 押一付一, 配套齐全"
火车站 朝阳村 近五一路 精装修拎包入住,2100,元/月,3室1厅,56平米,中层(共31层),凯通国际城,芙蓉-火车站 -朝阳路78号,"邻地铁, 精装修"
无中介 工商大学地铁口 白鸽咀 湘雅附三 肿瘤医院 押一付一,800,元/月,1室1厅,40平米,低层(共8层),咸嘉花园,岳麓-桐梓坡 -桐梓坡路328号,"独卫一居, 邻地铁, 押一付一"
无中介 湘雅三医院  白鸽咀  肿瘤医院 六沟垅 押一付一,800,元/月,1室1厅,38平米,低层(共8层),杏林小区,岳麓-湘雅三医院 -桐梓坡路183号,"独卫一居, 邻地铁, 押一付一"
无中介 近火车站地铁站 阿波罗广场 袁家岭 烈士公园押一付一,688,元/月,1室1厅,50平米,低层(共8层),湘运小区,芙蓉-火车站 -晓园路52号,"独卫一居, 邻地铁, 押一付一"
看中每月优惠400！出租 精装两房家电齐全 小区环境好,2400,元/月,2室2厅,85.38平米,中层(共31层),第一湾,开福-四方坪 -车站北路919号,"邻地铁, 配套齐全, 精装修"
实图实价不骗中国人可月付可短租 带独立宽带 独门独户随时看房,850,元/月,1室1厅,25平米,中层(共8层),下河街商贸城,天心-坡子街 -下河街078号,"独卫一居, 邻地铁, 押一付一"
市中心 万家丽商业广场 楼下就是2号5号地铁口 押一付一,1680,元/月,2室1厅,42.0平米,中层(共66层),恒大珺悦府,芙蓉-人民东路 -嘉雨路,"邻地铁, 押一付一, 配套齐全"
德思勤品质loft 自住装修住起来嘎嘎舒服 豪华装修很温馨,1500,元/月,1室1厅,50.0平米,中层(共20层),裕天国际商汇中心,雨花-汽车南站 -时代阳光大道西529号,"独卫一居, 押一付一, 配套齐全"
锦绣广场 押一付一民水民电无中介,600,元/月,4室2厅,15平米,低层(共10层),锦泰家园,芙蓉-锦泰广场 -东二环一段1061号,"独卫, 独立阳台, 邻地铁"
无中介可月付！湘熙水郡近洋湖湿地地铁站Livat荟聚中嘉学校,550,元/月,3室1厅,12平米,低层(共25层),湘熙水郡,岳麓-洋湖湿地公园 -潇湘南路一段508号,"独卫, 独立阳台, 邻地铁"
袁家岭迎宾路口精装三房,1800,元/月,3室1厅,80.0平米,中层(共8层),省煤炭厅小区,芙蓉-五一广场 -新军路2号,"邻地铁, 押一付一, 配套齐全"
茶子山地铁两房 业主全权委托出租 看房方便 朝南户型拎包入住,2600,元/月,2室2厅,63平米,低层(共34层),协信星澜汇,岳麓-观沙岭 -茶子山东路166号,"邻地铁, 配套齐全, 精装修"
法式奶油风两房 近1号线 南门口黄兴广场 可短租月付 随时看,1500,元/月,2室1厅,45平米,中层(共9层),吴家坪巷6号院,天心-坡子街 -吴家坪巷6号,"邻地铁, 押一付一, 配套齐全"
黄土岭 砂子塘双地铁口 职防医院 康复医院 脑科医院,1500,元/月,2室1厅,65.00平米,低层(共15层),华顺大厦,雨花-东塘 -芙蓉中路三段275号,"邻地铁, 押一付一, 配套齐全"
树木岭 圭塘 喜盈门 地铁口 包物业密码锁可随时看房,1600,元/月,2室2厅,74平米,中层(共30层),旭辉雨花郡,雨花-树木岭 -航空路,"邻地铁, 押一付一, 配套齐全"
可短租月付近步步高涉外一师范精装修随时看房拎包入住,650,元/月,1室1厅,30平米,中层(共8层),一师安置小区,岳麓-涉外经济学院 -佳园路,"独卫一居, 邻地铁, 押一付一"
活在自己的热爱里而不是别人的眼光里,4000,元/月,4室2厅,176平米,高层(共45层),保利天禧(C区),"岳麓-银盆岭 -岳麓大道,近潇湘北路","邻地铁, 押一付一, 配套齐全"
无看房费，自己亲自带 迎宾路口袁家岭芙蓉广场附近,1800,元/月,1室1厅,46.06平米,低层(共10层),昊天大厦,芙蓉-八一路 -八一路418号,"独卫一居, 邻地铁, 押一付一"
广电传媒基地 独栋边户环境好 停车方便 适合开公司 随时来看,5000,元/月,5室2厅,186.0平米,共2层,御景龙城(别墅),开福-广电中心 -山月路,"邻地铁, 配套齐全, 精装修"
凯德广场 黄土岭地铁站 中医附一 可短租 可月付 东塘商圈,1500,元/月,1室1厅,30.35平米,中层(共30层),建发中央公园,"雨花-东塘 -黄土岭路,近雨花路","独卫一居, 邻地铁, 押一付一"
灰色系列ins风两房 近侯家塘 贺龙 实地拍摄 可短租月付,1600,元/月,2室1厅,40平米,中层(共33层),华宫大厦,天心-侯家塘 -轻院路33号,"邻地铁, 押一付一, 配套齐全"
奶油风横厅大两室 交通便利 可押一付一 随时看房 无甲醛,1500,元/月,2室1厅,70平米,低层(共27层),政院社区,雨花-东塘 -芙蓉中路3段205号,"邻地铁, 押一付一, 配套齐全"
五号线大塘地铁口  一室一厅智能马桶 干湿分离 带浴缸,1500,元/月,1室1厅,35.96平米,中层(共23层),卓越伊景寓,"雨花-雨花区政府 -万家丽路,近木莲冲路","独卫一居, 邻地铁, 押一付一"
雨花区政府地铁站周边精装两房生活配套齐全,2200,元/月,2室2厅,91.21平米,低层(共23层),万科金域华府(一二期),雨花-雨花区政府 -万家丽中路539号,"邻地铁, 配套齐全, 精装修"
无中介  烈士公园 湘雅附一 文昌阁 富兴时代 押一付一,800,元/月,1室1厅,35平米,低层(共8层),东风二村,开福-东风路 -东风路,"独卫一居, 邻地铁, 押一付一"
短租可月付中电软件园芯城威胜科技麓谷体育公园长丰地铁站工业园,1050,元/月,1室1厅,40平米,高层(共33层),保利麓谷林语,岳麓- -桐梓坡西路408号,"独卫一居, 可短租, 邻地铁"
黄兴步行街 坡子街 现代轻奢风两房 网红打卡地 可短租月付,1500,元/月,2室1厅,80平米,中层(共9层),省农行单位房,天心-侯家塘 -劳动西路309号,"邻地铁, 押一付一, 配套齐全"
芙蓉区万家丽地铁口仁和香缇雅境三室两厅两卫南北通透,2400,元/月,3室2厅,90平米,中层(共23层),仁和香堤雅境,芙蓉-芙蓉区政府 -人民东路458号,"邻地铁, 押一付一, 配套齐全"
实地拍摄 假一罚十 简约欧式风两房 近五一坡子街 可短租月付,1500,元/月,2室1厅,60平米,中层(共9层),湖南贺龙体育馆小区,天心-天心阁 -劳动西路358号,"邻地铁, 押一付一, 配套齐全"
无中介 近五一广场 芙蓉广场 市中心 拎包入住 押一付一,700,元/月,1室1厅,79平米,低层(共8层),凤凰台73号楼,芙蓉-五一广场 -凤凰台73号,"独卫一居, 邻地铁, 押一付一"
北冲尾小区 1室0厅1卫 电梯房 南北通透,800,元/月,1室0厅,44平米,中层(共10层),北冲尾小区,雨花-香樟路 -香樟路229号,"独卫一居, 押一付一, 配套齐全, 精装修"
免中介 五一广场 解放西 黄兴广场地铁口 海信广场 押一付一,1100,元/月,1室1厅,40平米,低层(共11层),湖南省茶叶有限公司宿舍,天心-坡子街 -解放西路,"独卫一居, 邻地铁, 押一付一"
无中介 近黄兴广场 国金中心 湖南省人民医院 可短租押一付一,699,元/月,1室1厅,40平米,低层(共8层),小瀛洲2号小区,芙蓉-五一广场 -小瀛洲巷36号,"独卫一居, 邻地铁, 押一付一"
湘雅二医院 押一付一 家电齐全 拎包入住 随时看房无中介,600,元/月,3室1厅,20平米,中层(共10层),人民新村社区,芙蓉-人民中路 -人民中路357号,"独卫, 独立阳台, 邻地铁"
北辰三角洲奥城E4区两室一厅采光好精装修77平无中介价格可谈,2500,元/月,2室1厅,77.70平米,高层(共60层),北辰三角洲奥城E4区,开福-北辰三角洲 -湘江北路三段1200号,"邻地铁, 押一付一, 配套齐全"
市中心 地铁口 精装电梯一房,1880,元/月,1室1厅,53.75平米,低层(共29层),上城金都,开福-中山亭 -黄兴北路89号,"独卫一居, 邻地铁, 押一付一"
德思勤 洞井商贸城 井湾子 步步高星城天地 无中介,900,元/月,1室0厅,50平米,中层(共6层),红星商务楼,雨花-时代阳光大道 -湘府东路2号,"独卫一居, 可短租, 押一付一"
五一广场 免中介 下楼地铁口 南门口 黄兴 解放西 押一付一,1000,元/月,1室1厅,40平米,低层(共11层),湖南省茶叶公司宿舍,芙蓉-五一广场 -浏正街,"独卫一居, 邻地铁, 押一付一"
白色简约ins风 靠黄兴 五一 实地拍摄 假一罚十,1800,元/月,2室1厅,40平米,中层(共20层),天心华庭,芙蓉-定王台 -蔡锷南路48号,"邻地铁, 押一付一, 配套齐全"
高桥，万家丽，六号线地铁口，精装修,1205,元/月,1室0厅,27平米,低层(共21层),花桥大厦,雨花-万家丽中路 -圭塘河路,"独卫一居, 邻地铁, 押一付一"
太空舱沙发 业主是我朋友紧想租出去 南北通透户型 看房密码锁,3100,元/月,3室2厅,107.32平米,高层(共34层),万科里金域滨江,岳麓-观沙岭 -潇湘北路三段959号,"邻地铁, 配套齐全, 精装修"
新上当代滨江三房 南北通透户型 采光好 适合居家陪读拎包入住,3000,元/月,3室2厅,117.26平米,中层(共32层),当代滨江MOMA,岳麓-观沙岭 -含光路125号,"邻地铁, 配套齐全, 精装修"
实习好房 窑岭 湘雅附二 省人民医院 省图书馆 可短租 月付,1500,元/月,2室1厅,56平米,低层(共32层),湖南省人民医院宿舍,天心-黄兴路步行街 -东茅街,"邻地铁, 押一付一, 配套齐全"
实拍  汽车西站 梅溪湖东地铁口 自住居家两室 随时看房！,2500,元/月,2室2厅,71.09平米,中层(共30层),达美D6区(商住楼),岳麓-汽车西站 -玉兰路577号,"邻地铁, 配套齐全, 精装修"
雨花区人民东路可短租，年轻人喜欢的单间风格，手慢无,1362,元/月,1室0厅,27平米,低层(共26层),花桥大厦,雨花-万家丽中路 -圭塘河路,"独卫一居, 邻地铁, 押一付一"
湖南工商大学地铁口 河西王府井 白鸽咀 无中介押一付一,1258,元/月,1室1厅,30平米,低层(共6层),咸嘉学生公寓区,岳麓-湖南商学院 -岳麓大道,"独卫一居, 邻地铁, 押一付一"
开福区实拍实图找室友马厂地铁口 水韵花都 黄金海岸!,599,元/月,2室1厅,15平米,高层(共12层),顺天北国风光,开福-马厂 -芙蓉北路,"邻地铁, 押一付一, 配套齐全"
新出实拍 德思勤双塔国际 柜子超多的一房 民水民电 押一付一,1200,元/月,1室1厅,31.0平米,低层(共28层),莲馨苑,雨花-雨花区政府 -圭塘路620号,"独卫一居, 邻地铁, 押一付一"
无套路押一付一二号线梅溪湖东正地铁口金茂大厦金茂北塔,600,元/月,3室1厅,10平米,中层(共29层),振业城(一期),岳麓-梅溪湖北 -麓景路628号,"独卫, 独立阳台, 邻地铁"
麓谷企业广场 新长海 加州阳光 中联重科 无中介押一付一,500,元/月,3室2厅,15平米,低层(共30层),加州阳光(西组团),岳麓-麓谷 -谷园路38号,"独卫, 独立阳台, 邻地铁"
火车站 烈士公园 三号线 采光好带阳台一室一厅 可月付,880,元/月,1室1厅,35平米,中层(共6层),邮电文明社区,开福-德雅路口 -德雅路,"独卫一居, 可短租, 邻地铁"
奶油风正规一室一厅 大客厅 可押一付一 五一 解放西国金附近,1450,元/月,1室1厅,40平米,中层(共27层),富利大楼,芙蓉-五一广场 -韭菜园路97号,"独卫一居, 邻地铁, 押一付一"
东玺门 南北通透 91平 家电齐全,1900,元/月,2室2厅,91.04平米,中层(共32层),东玺门,芙蓉-万家丽 -马王堆中路79号,"邻地铁, 押一付一, 配套齐全"
近地铁口 梅溪湖步步高 涉外一师范可短租月付随时看房拎包入住,1700,元/月,2室1厅,80平米,低层(共35层),惠和梅溪峰汇,岳麓-梅溪湖北 -枫林三路948号,"邻地铁, 押一付一, 配套齐全"
急租市中心轻奢风正规一房一厅 可短租可押一付一 大胆来问,1500,元/月,1室1厅,40平米,中层(共33层),富利大楼,芙蓉-五一广场 -韭菜园路97号,"独卫一居, 邻地铁, 押一付一"
北辰定江洋 不隔马路看江 全屋奶油风 随时看房,8000,元/月,3室2厅,187.15平米,高层(共30层),北辰定江洋,开福-北辰三角洲 -湘江北路三段,"邻地铁, 精装修, 随时看房"
短租月付拎包入住的房子,1400,元/月,2室2厅,60平米,中层(共23层),万科金色梦想,"岳麓-麓谷 -东方红路,近文轩路","可短租, 邻地铁, 押一付一"
马厂 开福区政府 非中介 押一付一 民用水电 包物业可做饭,600,元/月,3室2厅,20平米,中层(共12层),顺天北国风光,开福-马厂 -芙蓉北路,"独卫, 独立阳台, 邻地铁"
奶油风 暖色系 大两房两卫罕见户型 五一广场 芙蓉广场近地铁,1680,元/月,2室1厅,53.00平米,低层(共32层),凯通国际城,芙蓉-火车站 -朝阳路78号,"邻地铁, 押一付一, 配套齐全"
万家丽商业广场 楼下就是2号5号地铁口,1500,元/月,2室1厅,63.36平米,中层(共6层),东方新城,芙蓉-万家丽 -万家丽中路一段112号,"邻地铁, 押一付一, 配套齐全"
实拍可月付！麓谷企业广场 新长海一室一厅 家电齐全,750,元/月,1室1厅,42平米,中层(共18层),长房悦香山,岳麓-麓谷 -咸嘉湖西路360号,"独卫一居, 邻地铁, 押一付一"
这个客厅太治愈了梦中情房旭辉雨花郡奶油风带地暖近地铁有商业,3300,元/月,3室2厅,116平米,中层(共33层),旭辉雨花郡,雨花-树木岭 -航空路,"邻地铁, 押一付一, 配套齐全"
无中介 月付 定王台 国金中心 芙蓉广场 省人民医院 浏城桥,600,元/月,3室1厅,22平米,中层(共20层),保险公司宿舍(凤凰台72号),芙蓉-五一广场 -凤凰台72号,"可短租, 独卫, 独立阳台"
双地铁朝阳村站 3号线6号线 精装 家电齐全 民宿装修风格,1880,元/月,2室1厅,42.0平米,中层(共32层),朝阳银座,雨花-人民路 -人民路9号,"邻地铁, 押一付一, 配套齐全"
无中介可月付！一师安置小区长庆一师范涉外梅溪湖步步高长丰麓谷,800,元/月,1室1厅,45.19平米,中层(共6层),一师安置小区,岳麓-涉外经济学院 -佳园路,"独卫一居, 邻地铁, 押一付一"
湘雅 实习好房 民水民电 拎包入住 随时看房,600,元/月,3室1厅,15平米,低层(共10层),人民新村社区,芙蓉-人民中路 -人民中路357号,"独卫, 独立阳台, 邻地铁"
德思勤汇金天虹轻奢小两房 双面采光 可押一付一 业主好说话,1600,元/月,2室1厅,37.0平米,中层(共22层),中海珑悦府(商住楼),雨花-洞井铺 -万芙路,"押一付一, 配套齐全, 精装修, 南北通透"
实拍实价可短租月付押一付一近中电软件园近麓谷创新创业产业园,300,元/月,1室1厅,30平米,低层(共20层),保利恒伟时光印象(商住楼),岳麓-保利麓谷林语 -东方红北路16号,"独卫一居, 押一付一, 配套齐全, 精装修"
无中介 近东塘地铁口 桂花公园 儿童医院 可短租 押一付一,720,元/月,1室1厅,67平米,低层(共8层),福乐名园,雨花-东塘 -韶山北路449号,"独卫一居, 邻地铁, 押一付一"
省人民医院 精装修 急租房源 拎包入住,1800,元/月,2室1厅,40平米,高层(共32层),天心华庭,芙蓉-定王台 -蔡锷南路48号,"邻地铁, 押一付一, 配套齐全"
首月房租减半！！浏城桥 步行街 国金 天心城 绝无虚假信息,600,元/月,3室2厅,20平米,中层(共10层),文艺新村,芙蓉-浏城桥 -解放中路263号,"独卫, 独立阳台, 邻地铁"
哇！精装三房来咯！品质小区 南北通透户型,3300,元/月,3室2厅,116.0平米,中层(共32层),旭辉雨花郡,雨花-树木岭 -航空路,"邻地铁, 精装修"
good~好房 开福区 中古风 一梯一户 小区很好 拎包入住,4000,元/月,3室2厅,112平米,高层(共27层),龙湖春江天玺,开福-开福区政府 -福元西路,"押一付一, 配套齐全, 精装修"
