可短租 软件园 融科天域 北辰光谷里 APP广场 新发展中心,1200,元/月,1室1厅,55平米,高层(共43层),中建大公馆,洪山-光谷软件园 -关山大道,"整租, 朝南"
可短租月付包网包物业，江南家园，居然之家APP广场，软件园,800,元/月,1室1厅,68平米,中层(共11层)                                                            7日内实拍验真,江南家园,洪山-光谷软件园 -南湖南路8号,"整租, 朝南, 有电梯"
忍痛急租！光谷K11 软件园 app广场 中南民大 关山大道,800,元/月,1室1厅,40平米,高层(共33层),光谷青年城(一期),洪山-关山 -新竹路5号,"整租, 朝南, 有电梯, 2号线"
旭辉千山凌云 软件园 居然之家 APP广场 新发展 光谷天地,3000,元/月,1室1厅,90平米,高层(共55层),旭辉千山凌云,"洪山-光谷软件园 -高新二路,近关南园二路","整租, 朝南, 有电梯, 2号线"
保利新武昌 五号线 张家湾 龙湖天街 中南洪山广场 保利上城,2300,元/月,3室1厅,101平米,中层(共45层)                                                            7日内实拍验真,保利新武昌,洪山-白沙洲 -张家湾路8号,"整租, 朝南, 有电梯, 5号线"
可短租~可月付~泷悦大厦~关山大道地铁口~步行街~创业街,600,元/月,3室1厅,20平米,低层(共48层),泷悦华府(商住楼),洪山-关山 -关山大道,"合租, 朝南, 有电梯, 2号线"
8号线马湖地铁口 创意天地 保利心语二期 全封闭阳台,800,元/月,3室1厅,28平米,中层(共18层),保利心语(二期),洪山-新南湖 -野芷湖西路3号,"合租, 朝南, 有电梯, 8号线"
保利花园 世界城 步行街 三医院 关山大道地铁口 可短租月付,1700,元/月,1室1厅,90平米,高层(共6层),保利花园(东区),洪山-关山 -光谷大道219号,"整租, 朝南, 2号线"
关山大道保利国际光谷K11软件园app广场中南民大,1500,元/月,2室1厅,71平米,中层(共33层)                                                            7日内实拍验真,光谷青年城(一期),洪山-关山 -新竹路5号,"整租, 朝南, 有电梯, 2号线"
2号线地铁口 可长短租 月付 两户合租米兰映像主卧独卫带阳台,450,元/月,2室1厅,26平米,中层(共33层),米兰映象,洪山-光谷广场 -珞雄路19号,"独立单间, 合租, 朝南, 有电梯, 2号线"
可短租 可月付 实图实价 无管理费 好说话 下楼地铁站,700,元/月,4室1厅,20平米,高层(共32层),保利心语(八期),洪山-新南湖 -野芷湖西路10号,"合租, 朝南, 有电梯, 7/8号线"
保利时代 app广场 居然之家 华科大 三医院 可短租可月付,1550,元/月,1室1厅,42.9平米,高层(共33层),保利时代(北区),洪山-关山 -关山大道332号,"整租, 朝南, 有电梯"
5号线白沙六路精装三房~领包入住~黄家湖大学城~白沙龙湖天街,2100,元/月,3室2厅,116.3平米,高层(共45层),东原启城(三四期),洪山-白沙洲 -烽胜路,"整租, 朝南, 有电梯, 5号线"
白沙二路 中建铂公馆 武昌工学院 未来城 南国都市 万科广场,700,元/月,3室2厅,20平米,低层(共28层),中建铂公馆,洪山-白沙洲 -白沙洲大道205号,"独立单间, 合租, 朝南, 有电梯, 5号线"
整租可押一付一独立厨卫武昌工学院 5号线光霞地铁 白沙天街,1300,元/月,1室1厅,100平米,高层(共33层),喜瑞都,洪山-白沙洲 -白沙三路,"整租, 南北, 有电梯, 5号线"
正堂山外山 正堂时代 曲水兰亭 金禾中心 岳家嘴地铁口,500,元/月,3室1厅,20平米,低层(共32层),岳家嘴小区三期,洪山-铁机路 -欢乐大道38号,"合租, 朝南, 有电梯, 4/8号线"
可短租！光谷软件园世贸中心 总部国际 北辰唐山大厦新发展鼎创,500,元/月,3室1厅,25平米,低层(共12层)                                                            7日内实拍验真,光谷坐标城,洪山-光谷软件园 -关山大道519号,"合租, 朝南, 有电梯, 2号线"
4号线地铁园林路铁机盛世家园近金林自在城商圈可直达楚河汉街,650,元/月,3室1厅,16平米,中层(共30层),铁机盛世家园,洪山-铁机路 -团结大道1032号,"合租, 朝南, 有电梯, 4号线"
可短租 无中介 软件园 红枫金座 创意大厦 新发展 曙光夜市,600,元/月,1室1厅,25平米,中层(共33层),红枫金座,洪山-光谷软件园 -关山大道,"合租, 朝南, 有电梯"
可月付 可短租 APP广场 软件园 光谷天地 光谷里 鼎创,1200,元/月,1室1厅,55平米,中层(共48层),中建大公馆,洪山-光谷软件园 -关山大道,"整租, 南北, 有电梯"
可短租 可月付 11号线关山大道站 K11 关山中学 哈乐城,2000,元/月,2室1厅,79.3平米,高层(共33层),维佳关山郡,洪山-关山 -关山大道270号,"整租, 朝南, 有电梯, 2号线"
一居室 张家湾地铁口 押一付一 保利上城 楚天雅苑 拎包入住,1400,元/月,1室1厅,83平米,中层(共45层),楚天雅苑,洪山-新南湖 -张家湾路18号,"整租, 朝南, 有电梯, 5号线"
光霞地铁站~武昌工学院~白沙洲大市场~夜市商品多样~,1300,元/月,2室2厅,87.9平米,高层(共32层),南国都市(二期),洪山-白沙洲 -白沙洲大道62号,"整租, 朝南, 有电梯, 5号线"
新出好房！保利城，豪华装修两房，中央空调带地暖，随时看房入住,3000,元/月,2室2厅,94.8平米,中层(共26层),保利城一期,洪山-铁机路 -团结大道1049号,"整租, 朝南, 有电梯, 4/5/8号线"
光谷软件园 步行街 万科中心 APP广场 保利广场 精装一室,1340,元/月,1室1厅,80平米,低层(共30层)                                                            7日内实拍验真,光谷青年城(一期),洪山-关山 -新竹路5号,"整租, 朝南, 有电梯, 2号线"
整租可押一付一独立厨卫光霞地铁 白沙天街 毛毯市场 张家湾,1300,元/月,1室1厅,80平米,高层(共26层),波光霞影B区,洪山-白沙洲 -烽胜路32号,"整租, 南北, 有电梯, 5号线"
5号线张家湾地铁口 白沙天街 楚天雅苑 保利新武昌 复地悦城,1800,元/月,2室2厅,100平米,低层(共30层),复地悦城(西区),洪山-白沙洲 -烽胜路26号,"整租, 朝南, 有电梯, 5号线"
独居也很美！整租一室一厅 保利时代 光谷步行街 软件园,1600,元/月,1室1厅,58.6平米,低层(共32层),光谷青年城(一期),洪山-关山 -新竹路5号,"整租, 朝南, 有电梯, 2号线"
直，租东西湖海林广场  四中旁带独卫主卧电梯房,800,元/月,3室2厅,22平米,高层(共33层),怡华逸天地,东西湖-吴家山 -三秀路266号,"合租, 朝南, 有电梯, 1/6号线"
月付0中介可短租 光谷软件园 app广场 中建大公馆独立单间,650,元/月,1室1厅,26平米,高层(共32层),中建大公馆,洪山-光谷软件园 -关山大道,"独立单间, 合租, 朝南, 有电梯"
独门独户一居室 可短租月付 近光谷APP 软件园 新发展,1200,元/月,1室1厅,40平米,共5层,立信公寓,洪山-光谷软件园 -水蓝路29号,"整租, 朝南"
整租押一付一～五号线光霞地铁口旁～省妇幼保健院精装修随时看房,1150,元/月,1室1厅,82平米,低层(共13层),佳兆业金域天下(三期),洪山-白沙洲 -烽胜路36号,"整租, 南北, 有电梯, 5号线"
街道口 8号线地铁口 鸿城家园清新大阳台 拎包入住,850,元/月,2室1厅,15平米,高层(共35层),鸿城家园,洪山-珞狮南路 -书城路,"合租, 朝南, 有电梯, 8号线"
5号线瑞安街地铁站 押一付一 瑞安府 沃尔玛 佰港城 建安街,2000,元/月,2室1厅,90平米,高层(共48层),瑞安府,洪山-新南湖 -丁字桥南路,"整租, 南北, 有电梯, 7号线"
万科城花璟苑 理想城 世贸中心 总部国际 光谷天地,650,元/月,2室1厅,25平米,高层(共27层),万科城花璟苑,洪山-光谷软件园 -关南园路,"合租, 朝南, 有电梯, 2号线"
近地铁6号线~全屋南北通透采光超好~业主初次出粗~可短租可月,3500,元/月,3室2厅,170.1平米,高层(共40层)                                                            7日内实拍验真,龙湖春江彼岸,汉阳-建港 -两湖路3号,"整租, 朝南, 有电梯, 6号线"
五号线白沙六路地铁口~龙湖天街，湖北省人民医院，白沙洲商场。,2700,元/月,3室2厅,150平米,高层(共30层),毛坦港湾A区,洪山-白沙洲 -烽胜路57号,"整租, 南北, 有电梯, 5号线"
整租可押一付一独立厨卫武昌工学院 5号线光霞地铁 白沙天街,1300,元/月,1室1厅,100平米,高层(共33层),喜瑞都,洪山-白沙洲 -白沙三路,"整租, 南北, 有电梯, 5号线"
光霞地铁站~武昌工学院~白沙洲大市场~夜市商品多样~,1300,元/月,2室2厅,87.9平米,高层(共32层),南国都市(二期),洪山-白沙洲 -白沙洲大道62号,"整租, 朝南, 有电梯, 5号线"
万科城花璟苑 理想城 世贸中心 总部国际 光谷天地,650,元/月,2室1厅,25平米,高层(共27层),万科城花璟苑,洪山-光谷软件园 -关南园路,"合租, 朝南, 有电梯, 2号线"
光谷软件园 纺织大学 APP广场 青年城 同学广场 居然之家,1100,元/月,1室0厅,50平米,中层(共40层)                                                            7日内实拍验真,曙光星城D区,洪山-光谷软件园 -雄庄路8号,"整租, 朝南, 有电梯"
急急急 押一付一 保利上城 张家湾地铁口 龙湖天街 真房实拍,550,元/月,2室1厅,12平米,高层(共37层)                                                            7日内实拍验真,保利上城东区,洪山-白沙洲 -烽胜路20号,"合租, 朝南, 有电梯, 5号线"
月付0中介可短租 光谷软件园 app广场 中建大公馆独立单间,650,元/月,1室1厅,26平米,高层(共32层),中建大公馆,洪山-光谷软件园 -关山大道,"独立单间, 合租, 朝南, 有电梯"
光谷软件园 步行街 万科中心 APP广场 保利广场 精装一室,1340,元/月,1室1厅,80平米,低层(共30层)                                                            7日内实拍验真,光谷青年城(一期),洪山-关山 -新竹路5号,"整租, 朝南, 有电梯, 2号线"
月租11张 创业街 单间独卫  找我租房 免费帮你搬家,1350,元/月,1室1厅,39.2平米,高层(共12层),SBI创业街,洪山-关山 -光谷创业街特1号,"整租, 朝南, 有电梯, 2号线"
5号线张家湾 央企保利 武汉音乐学院 积玉桥 豪华装修 急租,2200,元/月,3室2厅,107.5平米,低层(共34层),保利新武昌,洪山-白沙洲 -张家湾路8号,"整租, 朝南, 有电梯, 5号线"
街道口 8号线地铁口 鸿城家园清新大阳台 拎包入住,850,元/月,2室1厅,15平米,高层(共35层),鸿城家园,洪山-珞狮南路 -书城路,"合租, 朝南, 有电梯, 8号线"
急租 南湖时尚城 南湖大道 华中农大 财大 软件园 APP,2100,元/月,2室1厅,70平米,高层(共28层),南湖时尚城,洪山-光谷软件园 -南湖大道116号,"整租, 朝南, 有电梯"
急租 押一付一 东原启城 龙湖天街 白沙六路 清江锦城 工商,550,元/月,2室1厅,12平米,中层(共33层)                                                            7日内实拍验真,东原启城(三四期),洪山-白沙洲 -烽胜路,"合租, 朝南, 有电梯, 5号线"
地铁2号线华科大 中南大学 世界城光谷步行街 泛悦城精装两房,4000,元/月,2室2厅,87.8平米,高层(共58层),泛悦城,洪山-关山 -关山大道,"整租, 朝南, 有电梯, 2号线"
51不打烊-5号线地铁口-可短租可月付-免租七天-光霞省妇幼,1700,元/月,2室1厅,85.3平米,高层(共30层),毛坦港湾(B区),洪山-白沙洲 -烽胜路58号,"整租, 朝南, 有电梯, 5号线"
关山大道地铁口拎包入住包物业无中介可短租,1500,元/月,1室0厅,40.7平米,中层(共30层),光谷ONE39(商住楼),洪山-关山 -高新大道,"整租, 朝南, 有电梯, 2/11号线"
万科红郡 金融港 科技港 智慧园 武大航域 巨成大厦,1300,元/月,1室1厅,73.2平米,中层(共28层),万科红郡,洪山-光谷软件园 -大学园路1号,"整租, 朝南, 有电梯, 2号线"
直，租东西湖海林广场  四中旁带独卫主卧电梯房,800,元/月,3室2厅,22平米,高层(共33层),怡华逸天地,东西湖-吴家山 -三秀路266号,"合租, 朝南, 有电梯, 1/6号线"
整租押一付一～五号线光霞地铁口旁～省妇幼保健院精装修随时看房,1150,元/月,1室1厅,82平米,低层(共13层),佳兆业金域天下(三期),洪山-白沙洲 -烽胜路36号,"整租, 南北, 有电梯, 5号线"
可短租 可月付 铁机路地铁口 直达楚河汉街 岳家嘴 正堂时代,600,元/月,3室1厅,20平米,低层(共32层),东湖景园A区,洪山-铁机路 -欢乐大道38号,"合租, 朝南, 有电梯, 4/8号线"
直签0中介！免押金 王家湾中央生活区 玉龙路 摩尔城 月付,600,元/月,3室1厅,25平米,高层(共44层),磨山港湾2期,汉阳-王家湾 -磨山路,"合租, 朝南, 有电梯, 3/4号线"
可月付 光谷天地 软件园 总部国际 世贸 北辰光谷里 新发展,1100,元/月,1室1厅,53.4平米,低层(共32层),光谷坐标城,洪山-光谷软件园 -关山大道519号,"整租, 朝南, 有电梯, 2号线"
5号线瑞安街地铁站 押一付一 瑞安府 沃尔玛 佰港城 建安街,2000,元/月,2室1厅,90平米,高层(共48层),瑞安府,洪山-新南湖 -丁字桥南路,"整租, 南北, 有电梯, 7号线"
关山大道 保利时代精装两房 软件园 红枫 保利广场 K11,2500,元/月,2室2厅,70平米,高层(共33层),保利时代(北区),洪山-关山 -关山大道332号,"整租, 朝南, 有电梯"
湖经武设 恒瑞创智天地 拓创产业园保利清能西海岸 阳光100,800,元/月,2室1厅,50平米,低层(共30层),保利清能西海岸(南区),江夏-藏龙岛 -杨桥湖大道,"独立单间, 合租, 朝南, 有电梯"
关山大道地铁口 可月付 泷悦华府 泷悦大厦 华科大 金鑫国际,500,元/月,2室2厅,34平米,共5层,泷悦华府(商住楼),洪山-关山 -关山大道,"独立单间, 合租, 朝南, 有电梯, 2号线"
南湖名都B区 沃尔玛佰港城 建安街地铁 水域天际 金地格林,600,元/月,3室1厅,28平米,中层(共33层),南湖名都B区,洪山-新南湖 -富安街28号,"合租, 朝南, 有电梯, 7/8号线"
胜利丰园一室一厅押一付一可月付可短租白沙六路地铁口价格,1300,元/月,1室1厅,60平米,低层(共24层),胜利丰园,洪山-白沙洲 -烽胜路88号,"整租, 南北, 有电梯, 5号线"
无中介 可月付 五里墩 万科未来中心 恒韵府 精装修,600,元/月,3室1厅,12平米,中层(共45层),恒韵府,汉阳-钟家村 -汉阳大道,"合租, 朝南, 有电梯, 4号线"
业主精装婚房 装修精致 长虹中学 龙湖天街 地铁5号线,2000,元/月,2室2厅,90平米,中层(共34层),华润紫云府(二期),洪山-白沙洲 -白沙四路50号,"整租, 朝南, 有电梯, 5号线"
精装现代风~地铁口~生物城~小米华为总部~长飞科技~大悦城,2500,元/月,4室2厅,97平米,低层(共33层),光谷澎湃城奥山府,洪山-光谷东 -佛祖岭东街2号,"整租, 朝南, 有电梯"
光谷青年城 关山春晓 金地太阳城 近光谷步行街 软件园,1200,元/月,1室1厅,95平米,中层(共33层),光谷青年城(一期),洪山-关山 -新竹路5号,"整租, 朝南, 有电梯, 2号线"
世界城尚都 温馨一居室 光谷核心 步行街 近地铁站 华科大,1900,元/月,1室1厅,56.6平米,中层(共30层),世界城尚都,洪山-光谷广场 -光谷街3号,"整租, 朝南, 有电梯, 2号线"
直。租恒大城旁 协和医院 气象局旁带独卫和阳台电梯房主卧,800,元/月,3室2厅,23平米,高层(共22层),金湖清水湾(西区),东西湖-金银湖 -清水湾路,"合租, 朝南, 有电梯"
可短租~月付~江夏大道~万汇城~武昌理工~奥特莱斯~信息传播,800,元/月,1室1厅,50平米,低层(共33层)                                                            7日内实拍验真,汤逊湖山庄,江夏-庙山 -江夏大道7号,"整租, 朝南, 有电梯"
整租实拍烽火崇文兰亭拎包入住可短租可月付烽火村地铁口价格可谈,1300,元/月,1室1厅,50平米,低层(共16层),烽火崇文兰庭,洪山-白沙洲 -烽胜路17号,"整租, 南北, 有电梯, 5号线"
光谷广场 世界城步行街 光谷步行街 2号线地铁口 整租一居室,900,元/月,1室2厅,70平米,高层(共28层),世界城瑜樾东方,洪山-光谷广场 -珞雄路,"整租, 朝南, 有电梯, 2号线"
月薪三千怒租，房主比我亲妈还靠谱 曙光星城 软件园 K11,1300,元/月,1室1厅,55平米,中层(共30层),曙光星城D区,洪山-光谷软件园 -雄庄路8号,"整租, 朝南, 有电梯"
可短租一个月 可月付  独立电表 创意天地附近 保利心语九期,566,元/月,3室1厅,20平米,中层(共34层),保利心语(九期),洪山-新南湖 -野芷湖南路5号,"合租, 朝南, 有电梯, 7/8号线"
波光霞影 茶码头 张家湾 光霞地铁站 光霞水果批发 无中介,600,元/月,3室1厅,22平米,中层(共38层),波光霞影A-C区,洪山-白沙洲 -烽胜路30号,"合租, 朝南, 有电梯, 5号线"
短租月付无押金保利时代南区新竹路K11保利天悦中心新红枫金座,500,元/月,3室1厅,25平米,中层(共33层),保利时代(南区),洪山-关山 -新竹路18号,"合租, 朝南, 有电梯"
豪华大三室~波光霞影~保利新武昌~龙湖天街~妇幼医院,1800,元/月,3室2厅,110平米,低层(共34层),波光霞影B区,洪山-白沙洲 -烽胜路32号,"整租, 朝南, 有电梯, 5号线"
实拍 4号线园林路地铁口 东方里商业街 东湖绿道 金地广场,2100,元/月,3室1厅,79.9平米,低层(共28层),福星惠誉东湖城拾光寓,洪山-欢乐谷 -园林路,"整租, 朝南, 有电梯, 4号线"
高性价比藏龙中学 藏龙东街 武软 光谷二高 可月付 拎包入住,900,元/月,1室1厅,59平米,高层(共33层),旭辉御府,江夏-东湖高新 -高新四路,"独立单间, 合租, 朝南, 有电梯"
地铁5号线-中医药大学汇隆请菱湖湖滨公园湖北省人民医院,2000,元/月,3室2厅,117.3平米,高层(共65层),新力城,洪山-白沙洲 -湖淌路,"整租, 朝南, 有电梯"
中建大公馆精装两房两卫~软件园~APP广场~光谷天地~新发展,1600,元/月,2室1厅,100平米,中层(共30层)                                                            7日内实拍验真,中建大公馆,洪山-光谷软件园 -关山大道,"整租, 朝南, 有电梯"
0中介 可短租月付 杨家湾 工程大学 民族大道 光谷广场,600,元/月,3室1厅,20平米,中层(共33层),金地天悦睿府,洪山-关西 -康福路126号,"合租, 朝南, 有电梯, 2号线"
实图 岳家嘴大两房 民宿风温馨 地铁口生活便利 民水民电燃气,2000,元/月,2室2厅,92平米,高层(共32层),东沙花园(北区),洪山-铁机路 -欢乐大道,"整租, 朝南, 有电梯, 4/8号线"
软件园 光谷天地 APP广场 中建大公馆精装三房 随时可看,4500,元/月,3室2厅,81.1平米,中层(共47层),中建大公馆,洪山-光谷软件园 -关山大道,"整租, 朝南, 有电梯"
喜瑞都 武昌工学院 龙湖天街 省人民医院 独卫 可月付无中介,600,元/月,3室1厅,22平米,低层(共38层),喜瑞都,洪山-白沙洲 -白沙三路,"合租, 朝南, 有电梯, 5号线"
万达广场 独卫 大飘窗 唐家墩 菱角湖 万象城 王家墩东,950,元/月,3室1厅,24平米,中层(共30层),庭瑞时代,江汉-唐家墩 -新华路471号,"独立单间, 合租, 朝南, 有电梯, 2/3/6/7号线"
无中介 光谷软件园 APP广场 光谷天地 江南家园 时尚城,600,元/月,1室1厅,20平米,中层(共18层)                                                            7日内实拍验真,江南家园,洪山-光谷软件园 -南湖南路8号,"独立单间, 合租, 朝南, 有电梯"
关山大道地铁口 保利时代 App广场 光谷软件园 红枫金座,600,元/月,3室1厅,18平米,低层(共33层),保利时代(南区),洪山-关山 -新竹路18号,"合租, 朝南, 有电梯"
虎泉 湖北省肿瘤医院 红星美凯龙 卓刀泉广场 精致独卫低价出,800,元/月,3室1厅,25平米,中层(共13层),学雅芳邻,洪山-卓刀泉 -雄楚大道438号,"独立单间, 合租, 朝南, 有电梯, 2号线"
7号线 瑞安街 理工大 精装三室 乐都会 万科新都会 佰港城,4000,元/月,3室1厅,91.7平米,中层(共35层),万科新都会,洪山-新南湖 -岭南路,"整租, 南北, 有电梯, 7号线"
图假砸店 5号线光霞万科广场江滩公园龙湖天街江汉大学人民医院,2800,元/月,3室2厅,83.3平米,高层(共34层)                                                            7日内实拍验真,万科城市之光,洪山-白沙洲 -白沙洲大道,"整租, 朝南, 有电梯"
白沙六路 精装两房 人民医院 洪山实验中学 致远小学 毛坦,1800,元/月,2室1厅,112.6平米,高层(共34层),清能清江锦城(三期),洪山-白沙洲 -白沙四路62号,"整租, 朝南, 有电梯, 5号线"
急急急！真房实拍！军威苑 拎包入住 武昌首义学院 拉德芳斯,500,元/月,3室1厅,28平米,高层(共7层),军威苑小区,洪山-新南湖 -南李路18号,"合租, 朝南, 7/8号线"
4.8号线 岳家嘴 骏业财富 正堂时代 金禾中心 山河大厦,500,元/月,3室1厅,20平米,中层(共13层),东湖花园(一期),洪山-铁机路 -杨园南路,"合租, 朝南, 有电梯, 4/8号线"
可短租月付无押金免租七天 软件园 武职大 K11 世贸中心,1500,元/月,1室1厅,55.4平米,低层(共8层)                                                            7日内实拍验真,Free阁调,洪山-光谷软件园 -凌家山北路7号,"整租, 朝南, 2/11号线"
可短租月付 华星光电 长江存储 地铁口 华为 未来科技城,900,元/月,1室1厅,60平米,低层(共28层),双墩社区,洪山-光谷东 -左岭大道,"整租, 朝南, 有电梯, 11号线"
金地本座！光谷十一小学！地铁口！殡仪馆！季佳~荟雄楚！批发城,2600,元/月,2室2厅,89.8平米,低层(共33层)                                                            7日内实拍验真,金地本座,洪山-关西 -雄楚大道888号,"整租, 朝南, 有电梯, 2号线"
中建大公馆 光谷软件园 红枫金座 新发展中心 海康威视,600,元/月,2室1厅,30平米,低层(共12层),中建大公馆,洪山-光谷软件园 -关山大道,"合租, 朝南, 有电梯"
整租实拍波光霞影B区张家湾地铁口光霞押一付一拎包入住价格可谈,1200,元/月,1室1厅,50平米,低层(共23层),波光霞影B区,洪山-白沙洲 -烽胜路32号,"整租, 南北, 有电梯, 5号线"
水晶郦都 地铁二号线 光谷二高 人民东院 芯中心 可短租月付,2250,元/月,2室2厅,80平米,低层(共33层),天纵水晶郦都,江夏-东湖高新 -光谷一路,"整租, 朝南, 有电梯, 2号线"
五号线科普公园地铁口 徐家棚徐东 精装两室 武科大奥山销品茂,1500,元/月,2室1厅,88.6平米,中层(共35层),东兴天地A区,青山-余家头 -七棉路11号,"整租, 朝南, 有电梯, 5号线"
2号线地铁时代常青城地铁口 金银潭永旺 宏图大道 武汉客厅,1800,元/月,2室1厅,96.7平米,中层(共16层),地铁时代常青城,东西湖-将军路 -车场南路9号,"整租, 朝南, 有电梯, 2号线"
甄选白沙洲~精装修~两房~光霞地铁口~可拎包入住~欧风无遮挡,1500,元/月,2室2厅,99.9平米,低层(共29层),富强万象新城,洪山-白沙洲 -烽胜路41号,"整租, 朝南, 5号线"
宝业光谷丽都 采光好 电梯房 拎包入住 东湖网谷 光谷五小,2300,元/月,2室2厅,85平米,高层(共16层),宝业光谷丽都,洪山-光谷软件园 -龙城路9号,"整租, 朝南, 有电梯"
派出所等你~曙光新城C区 中建大公馆 光谷软件园 中南财大,2300,元/月,2室1厅,62.9平米,高层(共33层),曙光星城C区,洪山-光谷软件园 -雄庄路6号,"整租, 朝南, 有电梯"
光谷青年城 整租 一室一厅 软件园 同学广场 步行街 世贸,1000,元/月,1室1厅,75.9平米,高层(共32层),光谷青年城(一期),洪山-关山 -新竹路5号,"整租, 朝南, 有电梯, 2号线"
0中介，可以短租，月付，梅南山居,600,元/月,4室2厅,20平米,高层(共6层)                                                            7日内实拍验真,梅南山居,江夏-庙山 -江夏大道特1号,"合租, 朝南"
光谷东 关豹高速 佛祖岭 湖二师 同济 精装修三房两厅两卫,2150,元/月,3室2厅,88平米,高层(共33层),光谷澎湃城奥山府,洪山-光谷东 -佛祖岭东街2号,"整租, 朝南, 有电梯"
